Country,City,CityId,Latitude,Longitude
Australia,Cobar,385,-31.490000000,145.830000000
Australia,Cocos Island,683,-12.160000000,96.870000000
Australia,Coffs Harbour,386,-30.310000000,153.120000000
Australia,Colac,387,-38.340000000,143.590000000
Australia,Coles Bay,1807,-42.120000000,148.280000000
Australia,Collie,388,-33.360000000,116.150000000
Australia,Combienbar,1665,-37.340000000,149.020000000
Australia,Coober Pedy,389,-29.010000000,134.760000000
Australia,Cooma,390,-36.230000000,149.120000000
Australia,Coonawarra,391,-37.290000000,140.830000000
Australia,Corryong,1666,-36.180000000,147.890000000
Australia,Cradle Valley,1667,-41.580000000,145.940000000
Australia,Cranbourne,1668,-38.130000000,145.260000000
Australia,Cressy,1669,-41.730000000,147.080000000
Australia,Currie,1670,-39.930000000,143.850000000
Australia,Cygnet,1808,-43.150000000,147.070000000
Australia,Dalby,392,-27.170000000,151.270000000
Australia,Dalwallinu,684,-30.270000000,116.660000000
Australia,Dartmouth,1671,-36.540000000,147.500000000
Australia,Darwin,322,-12.420000000,130.890000000
Australia,Darwin Rural,1086,-12.420000000,130.890000000
Australia,Deloraine,1672,-41.520000000,146.650000000
Australia,Denham,1218,-25.930000000,113.530000000
Australia,Deniliquin,393,-35.550000000,144.950000000
Australia,Derby,367,-17.370000000,123.660000000
Australia,Devonport,394,-41.170000000,146.430000000
Australia,Dover,1809,-43.320000000,147.010000000
Australia,Dubbo,395,-32.220000000,148.580000000
Australia,Echuca,396,-36.170000000,144.760000000
Australia,Elizabeth,397,-34.730000000,138.650000000
Australia,Emerald,398,-23.570000000,148.180000000
Australia,Esperance,399,-33.830000000,121.890000000
Australia,Eucla,400,-31.680000000,128.880000000
Australia,Evandale,1810,-41.570000000,147.240000000
Australia,Exmouth,401,-22.240000000,114.090000000
Australia,Falls Creek,1673,-36.870000000,147.280000000
Australia,Fingal,1811,-41.640000000,147.970000000
Australia,Fitzroy Crossing,1214,-18.190000000,125.570000000
Australia,Forster,1320,-32.170000000,152.520000000
Australia,Frankston,1812,-38.150000000,145.120000000
Australia,Gabo Island,1674,-37.570000000,149.920000000
Australia,Geelong,402,-38.160000000,144.420000000
Australia,Geeveston,1813,-43.160000000,146.920000000
Australia,George Town,1675,-41.100000000,146.820000000
Australia,Geraldton,403,-28.800000000,114.700000000
